employee_id,age,gender,country,department,job_role,education_level,school_tier,parental_status,accented_name_flag,contracted_hours_weekly,years_at_company,manager_level,remote_ratio,performance_rating,engagement_score,training_hours,internal_mobility_count,promotion_last_3y,absenteeism_days,overtime_hours,manager_favoritism_score,visibility_score,psychological_safety_score,salary,bonus,stock_options,attrition
EMP_100014,26,Male,UK,Customer Support,Support Agent,Master,Tier 3,No Children,0,35,0,1,75,4.082583813392426,65.79413927746792,20,0,1,4,12,67.4,65.7,63.330568246288706,47173.0,4469,655,0
EMP_100015,23,Female,Canada,Data,Data Analyst,Master,Tier 3,No Children,0,35,2,1,50,3.250586993801707,72.84077840507135,20,3,0,4,27,60.7,75.4,68.63627387727564,70229.0,12445,6218,0
EMP_100016,46,Male,Germany,Marketing,Content Specialist,Bachelor,Tier 3,Parent,0,35,15,2,0,,47.67413066723101,53,0,1,0,3,68.6,84.6,80.8052382001321,100451.0,12466,12100,0
EMP_100017,34,Male,Canada,Data,Data Scientist,Bachelor,Tier 2,No Children,1,35,5,1,100,3.2024451677089525,31.216030980264,18,0,0,7,25,74.2,62.5,61.369762917835594,,1446,6606,0
EMP_100018,28,Female,France,Finance,Controller,Master,Tier 2,Parent,0,35,4,1,50,2.6857317269164915,63.96358343106574,61,0,0,10,1,70.4,74.6,70.32922178958147,66880.0,0,3539,0
EMP_100019,48,Female,UK,Finance,Financial Analyst,PhD,Tier 2,No Children,0,28,5,0,50,3.9574838007874282,51.48122142729332,43,0,1,20,14,55.5,58.7,59.645009267115114,52863.0,0,0,0
EMP_100020,35,Female,Canada,Sales,Account Manager,Bachelor,Tier 3,Parent,0,35,6,1,50,2.8845114794196474,76.6925660232478,25,1,0,0,41,53.5,72.1,62.81250154543537,,10675,4616,0
EMP_100021,27,Male,Spain,Marketing,SEO Manager,Bachelor,Tier 2,No Children,1,35,2,0,50,2.404422403281628,67.88041038025074,61,0,0,13,24,54.6,61.0,56.043817466152426,40303.0,6002,5728,0
EMP_100022,23,Non-Binary,Canada,Marketing,SEO Manager,Bachelor,Tier 1,No Children,0,35,2,0,25,3.7339651395613784,55.535748253834434,39,0,0,5,11,67.6,70.3,58.92444755201449,49195.0,6189,0,0
EMP_100023,40,Male,Canada,Sales,Business Developer,Bachelor,Tier 2,No Children,0,35,2,0,25,2.1365825295348366,58.222458382967616,35,0,0,11,11,73.4,57.2,73.99804177915283,67249.0,0,0,0
EMP_100024,39,Female,USA,Data,ML Engineer,Bachelor,Tier 3,Parent,1,35,2,2,25,3.0586756431492543,61.51162718270569,42,1,0,3,22,65.5,74.2,78.41052433162301,77464.0,0,13154,0
EMP_100025,28,Male,UK,Finance,Financial Analyst,Master,Tier 1,Parent,0,28,4,0,100,4.276173483021505,75.64067174504159,57,3,0,12,7,59.7,51.2,74.68979825746392,59201.0,7848,0,0
EMP_100026,33,Female,Canada,Operations,Supply Coordinator,Bachelor,Tier 3,Parent,0,35,1,1,0,2.858347560627499,49.33017945032874,2,2,0,13,51,57.3,75.9,63.957666238986924,60501.0,5511,2628,0
EMP_100027,40,Female,Spain,Finance,Accountant,Master,Tier 1,Parent,1,35,13,2,100,3.34214902649817,68.83587368433042,54,1,0,11,19,58.5,46.4,64.00120428553613,96110.0,11499,7544,0
EMP_100028,25,Male,France,IT,Backend Developer,Master,Tier 3,No Children,0,28,4,0,50,2.6879654806182267,75.75003962972184,20,2,0,7,8,71.7,61.6,71.15036623595518,74619.0,2648,4165,0
EMP_100029,22,Male,Spain,Marketing,Growth Manager,PhD,Tier 2,No Children,0,28,0,0,100,3.5425912586971946,75.2797399484068,21,1,0,11,4,53.8,58.9,58.57872191108054,49277.0,3221,0,0
EMP_100030,32,Female,USA,Data,ML Engineer,Bachelor,Tier 3,No Children,0,28,11,1,25,3.6282931155694826,49.23329635422046,51,1,0,9,37,42.5,77.3,46.76975654658222,92416.0,883,0,0
EMP_100031,31,Female,Canada,Marketing,SEO Manager,Bachelor,Tier 2,No Children,0,28,10,1,50,3.3783292245543985,48.67328930364013,36,0,0,4,28,80.1,73.2,58.908522798050655,74253.0,10801,9711,0
EMP_100032,34,Male,Canada,Customer Support,Customer Success Manager,Bachelor,Tier 1,Parent,0,35,10,0,50,2.6331893307910788,56.02341428874419,59,0,0,1,42,62.0,63.3,61.19036796548965,59645.0,214,0,0
EMP_100033,30,Male,Spain,Customer Support,Support Agent,Master,Tier 2,No Children,0,35,4,0,75,3.5697642979287636,51.68328597107357,51,1,0,5,25,66.8,48.1,68.30197851005963,48863.0,5588,3242,0
EMP_100034,35,Female,Canada,HR,HRBP,PhD,Tier 1,Parent,1,35,0,0,100,2.943260421714216,83.79729279999356,34,2,1,9,19,45.4,51.5,63.2082787653136,42116.0,1933,3767,0
EMP_100035,27,Male,USA,Sales,Business Developer,Master,Tier 2,No Children,0,28,6,0,50,3.5375883435581024,69.23425983913137,54,3,1,5,0,74.2,65.0,55.18179674866771,55248.0,1801,2380,0
EMP_100036,26,Male,Spain,Operations,Supply Coordinator,Bachelor,Tier 3,No Children,0,35,0,0,0,3.2839938627973693,55.616227354738086,76,0,1,2,32,81.2,57.4,63.13962964073568,43894.0,1714,1666,0
EMP_100037,30,Male,USA,Finance,Financial Analyst,Bachelor,Tier 3,No Children,0,35,4,1,75,2.5785008550915123,55.398348821249925,37,1,0,7,26,71.6,79.8,62.430527725059505,64410.0,1014,2807,0
EMP_100038,31,Female,France,Customer Support,Support Agent,Master,Tier 2,Parent,0,35,7,1,50,3.8087497297281745,62.610618638194104,45,4,0,11,38,62.5,66.2,62.06713686433323,66347.0,2856,6106,0
EMP_100039,32,Female,Canada,Data,ML Engineer,Master,Tier 2,Parent,0,35,6,0,25,3.432505583709304,66.57056701419572,40,2,1,3,20,66.7,58.0,67.32969674146877,61369.0,8494,0,0
EMP_100040,30,Female,UK,HR,Talent Manager,Bachelor,Tier 2,No Children,0,28,7,1,0,2.386390269708629,35.017910650698774,42,1,0,7,35,73.1,73.2,50.030413712665606,63566.0,6985,1318,0
EMP_100041,50,Non-Binary,UK,Data,Data Engineer,Bachelor,Tier 2,No Children,1,35,10,0,25,3.2554029820980697,72.04504036095607,30,4,0,12,23,49.7,65.9,68.84977938339708,71455.0,1641,0,0
EMP_100042,22,Male,USA,Customer Support,Customer Success Manager,Master,Tier 1,No Children,0,35,1,1,50,4.416465065725962,51.59556580904908,41,0,0,8,18,61.0,86.7,66.3739691055518,54949.0,9740,2371,0
EMP_100043,36,Male,Canada,IT,DevOps Engineer,Master,Tier 3,No Children,0,35,5,0,50,2.887686040058848,95.17970186202308,41,3,1,12,20,85.8,57.0,83.3596380316525,62187.0,3020,0,0
EMP_100044,40,Male,Spain,Sales,Business Developer,Master,Tier 3,No Children,1,35,3,1,50,3.8294625809112914,52.658111522023916,30,3,0,0,3,85.0,66.7,88.90829212966642,62602.0,3289,7401,0
EMP_100045,37,Female,UK,Data,Data Analyst,PhD,Tier 1,No Children,1,35,12,0,75,4.243911267030102,43.24263184943357,34,2,0,0,21,63.7,58.1,73.77293124811084,68519.0,8804,0,0
EMP_100046,22,Non-Binary,France,HR,Recruiter,Master,Tier 2,Parent,0,35,1,0,25,2.8131287562174805,75.80996630801313,50,2,0,12,14,63.8,63.6,62.290518855345724,45090.0,1544,0,0
EMP_100047,26,Male,Germany,Sales,Business Developer,PhD,Tier 1,Parent,0,35,3,0,100,3.7065042267716386,36.48621707822123,87,1,0,11,5,65.1,46.6,64.26231039304194,71884.0,5178,652,0
EMP_100048,37,Female,Canada,Data,Data Analyst,Master,Tier 2,No Children,1,35,7,0,50,3.847111155420429,50.854926309042746,64,0,0,0,17,63.3,65.1,71.11920754235285,76268.0,7462,0,0
EMP_100049,44,Female,Spain,Finance,Financial Analyst,Master,Tier 1,No Children,0,28,8,1,50,,91.91757594837458,19,1,0,4,14,61.7,61.9,78.6966486501646,81323.0,0,2951,0
EMP_100050,31,Female,USA,HR,Talent Manager,Master,Tier 2,No Children,0,35,5,0,50,3.2231200183993254,73.88126794551304,31,0,0,8,7,50.2,70.3,63.72553387540903,38501.0,4270,4543,0
EMP_100051,42,Male,UK,IT,Frontend Developer,Master,Tier 3,No Children,0,35,5,1,25,3.288543285332303,88.96122054590558,33,1,0,6,28,65.5,71.6,56.58008312193245,69022.0,1313,10248,0
EMP_100052,24,Female,Spain,IT,DevOps Engineer,Master,Tier 2,Parent,0,35,2,1,25,2.568681106679341,72.64731065340541,46,0,0,8,22,54.5,79.0,87.50523001591353,61042.0,773,4735,1
EMP_100053,59,Male,France,Sales,Sales Executive,Master,Tier 3,No Children,0,35,1,0,75,4.547381763810847,62.313083885187694,31,0,1,3,5,58.5,49.0,70.84083468259226,52180.0,4875,0,0
EMP_100054,22,Female,France,Finance,Accountant,PhD,Tier 2,Parent,0,28,1,0,75,3.7908288387652056,,44,0,0,5,16,47.0,52.9,79.56093175210438,55430.0,6261,0,1
EMP_100055,33,Female,France,Data,Data Engineer,Bachelor,Tier 3,No Children,1,35,12,0,50,3.499201839547933,56.21015809238076,11,0,1,0,24,49.0,45.3,68.68578604530964,89830.0,7168,2515,1
EMP_100056,36,Female,Canada,HR,HRBP,Master,Tier 3,Parent,0,28,5,0,100,3.7755568904992822,54.52298027313444,35,2,1,9,17,58.2,66.1,72.47810306351863,49459.0,21,0,0
EMP_100057,33,Male,Spain,Customer Support,Support Agent,Bachelor,Tier 2,No Children,0,35,6,2,50,3.7707849280497117,90.96126248515546,56,0,0,4,43,66.5,69.8,52.9659733645906,70985.0,4514,10511,0
EMP_100058,39,Non-Binary,USA,Operations,Operations Manager,Master,Tier 2,No Children,1,35,11,0,50,2.5809208817584484,40.970293436299706,44,1,0,9,13,59.8,69.4,60.1355981894042,67453.0,2040,0,0
EMP_100059,35,Male,Spain,Finance,Accountant,Master,Tier 2,No Children,0,35,0,0,75,3.3719380411404125,85.13489681807528,14,1,1,16,10,72.4,61.1,82.01741289398798,59369.0,4845,0,0
EMP_100060,54,Female,UK,Operations,Supply Coordinator,Master,Tier 1,No Children,0,35,6,0,0,2.757011597329212,53.42578942234023,56,1,0,2,21,52.9,63.7,74.49592587986366,58370.0,8603,0,0
EMP_100061,31,Female,Germany,Customer Support,Support Agent,PhD,Tier 3,No Children,1,35,9,0,0,4.257238961058432,79.18701876590606,45,1,0,0,0,80.6,61.2,69.78746376414227,49912.0,4915,2447,0
EMP_100062,34,Female,Spain,Finance,Financial Analyst,Master,Tier 3,Parent,0,35,7,1,50,3.679781566226849,58.22964659312257,25,2,0,8,24,82.0,72.0,47.19237240844182,75164.0,7156,8869,0
EMP_100063,42,Male,USA,IT,Backend Developer,Master,Tier 3,Parent,0,35,4,1,25,2.80463568205349,65.98974249990623,35,1,0,0,8,60.5,64.7,61.42814533391004,58635.0,6457,6016,0
EMP_100064,51,Male,France,Finance,Financial Analyst,Master,Tier 3,No Children,0,35,2,0,50,3.4885143159764236,57.68093918804259,68,2,0,15,17,78.1,71.4,60.40734421924076,59286.0,6788,0,0
EMP_100065,43,Male,France,IT,Backend Developer,Master,Tier 3,Parent,0,35,1,0,50,3.305329973057578,62.75581719833295,39,1,0,15,36,60.1,53.5,62.60886246911204,43189.0,4424,0,0
EMP_100066,40,Male,France,IT,Frontend Developer,Bachelor,Tier 1,Parent,0,35,3,0,50,3.2784515577467532,75.03161384112536,17,3,0,7,6,56.1,65.3,67.98886904711499,52358.0,1420,0,0
EMP_100067,50,Male,Canada,Finance,Controller,Bachelor,Tier 2,No Children,0,28,3,0,100,,71.70616066709455,36,2,0,12,6,47.9,59.5,56.86842689346345,69888.0,5831,1043,0
EMP_100068,32,Male,USA,Customer Support,Support Agent,Master,Tier 2,No Children,1,28,3,0,100,3.665637440015855,95.17257218890275,33,1,1,3,23,68.0,36.1,55.00269295290062,47114.0,9941,62,0
EMP_100069,29,Male,USA,HR,Talent Manager,Master,Tier 2,No Children,1,35,2,0,50,2.8405655953448226,63.62283096626684,6,2,0,10,17,63.2,88.0,69.88752908365687,42089.0,2088,3445,0
EMP_100070,37,Non-Binary,UK,Customer Support,Support Agent,Master,Tier 2,Parent,0,35,0,0,75,3.7393129721061324,55.3046501751369,23,2,1,11,13,56.0,51.1,72.33599065593461,50375.0,827,72,0
EMP_100071,48,Male,France,Operations,Operations Manager,Bachelor,Tier 1,Parent,0,35,0,2,50,3.999814968045354,70.91576452366004,28,0,1,6,41,54.9,81.6,72.87115067339866,70291.0,0,8176,0
EMP_100072,27,Female,Spain,Data,Data Engineer,Bachelor,Tier 2,No Children,0,35,3,1,75,4.252010964577847,90.81974077883677,52,2,0,3,7,71.9,60.0,71.9115965587284,73244.0,5082,6760,0
EMP_100073,31,Female,UK,Operations,Supply Coordinator,Bachelor,Tier 2,Parent,1,35,6,0,25,4.757250299340799,77.52082202842655,54,0,1,9,40,54.7,58.5,71.07080669286972,54223.0,0,2542,0
EMP_100074,31,Male,France,IT,DevOps Engineer,Bachelor,Tier 3,No Children,1,35,5,1,100,2.745192908568783,84.28973174262549,25,1,0,10,11,59.9,44.9,65.73732556491119,,7406,8150,0
EMP_100075,28,Female,France,Operations,Supply Coordinator,Bachelor,Tier 1,No Children,0,35,7,0,100,4.329394999581244,56.993180393219546,35,2,0,7,25,60.5,76.5,46.399675967274206,52698.0,8638,0,0
EMP_100076,54,Female,Germany,Finance,Financial Analyst,Master,Tier 2,No Children,0,35,0,0,50,3.696963981798329,70.15008751409346,61,1,0,9,9,46.8,57.6,68.92963202951587,45052.0,1526,0,0
EMP_100077,35,Male,UK,Customer Support,Support Agent,Bachelor,Tier 1,No Children,0,35,6,0,0,2.6797139503745484,39.872412955313834,37,2,0,4,8,75.8,70.2,88.61190685753007,48436.0,1749,0,0
EMP_100078,38,Male,UK,HR,Recruiter,Master,Tier 3,Parent,0,28,8,0,50,4.528554439778797,81.45258973798298,30,1,0,3,36,60.1,66.6,59.516917660379306,64758.0,8651,3528,0
EMP_100079,22,Female,UK,Finance,Financial Analyst,Bachelor,Tier 3,No Children,0,28,1,2,75,3.931257020085363,42.54353922520622,23,1,0,10,13,72.7,61.8,77.79457200526736,74445.0,4016,15325,0
EMP_100080,45,Male,Canada,Data,Data Scientist,Master,Tier 3,Parent,0,35,2,0,75,4.313038170014707,43.062620179464886,53,1,0,11,6,60.7,59.1,68.58655788348207,53123.0,7889,0,0
EMP_100081,29,Female,Germany,IT,DevOps Engineer,Master,Tier 2,No Children,0,35,0,0,100,4.290741212619118,66.46807339947502,42,0,0,0,13,36.0,52.2,67.16565929082999,50705.0,4775,2711,0
EMP_100082,22,Non-Binary,UK,HR,Recruiter,Bachelor,Tier 2,No Children,0,35,0,0,50,2.6556185954003344,54.89885548868288,12,2,0,1,15,48.9,60.9,90.8416358012704,44751.0,6278,5882,0
EMP_100083,46,Male,UK,Customer Support,Support Agent,PhD,Tier 3,Parent,0,28,5,0,25,3.0026059510469203,62.57355396744779,40,1,1,9,17,76.3,65.8,49.169675317931194,54571.0,1648,0,0
EMP_100084,22,Male,UK,IT,Backend Developer,PhD,Tier 2,Parent,0,35,1,0,100,,65.73090074519732,31,2,1,11,25,29.6,60.2,66.44736194718774,53687.0,3129,3372,0
EMP_100085,44,Male,Spain,IT,Cloud Engineer,Bachelor,Tier 3,No Children,1,35,1,1,25,2.4342672846477487,78.87643680271995,44,1,0,9,36,70.8,74.8,53.52945493429324,67070.0,2904,4927,0
EMP_100086,34,Male,UK,Customer Support,Customer Success Manager,PhD,Tier 1,Parent,0,28,3,0,75,4.718514855934214,68.0462619023754,31,0,0,8,6,57.4,65.7,63.90094745281588,42470.0,5499,0,0
EMP_100087,41,Male,Germany,Customer Support,Support Agent,Master,Tier 1,Parent,0,35,6,0,50,,58.26629178091252,38,1,1,8,24,75.6,84.6,68.72415967178767,45746.0,3582,0,0
EMP_100088,31,Male,France,Sales,Sales Executive,Bachelor,Tier 2,No Children,0,28,6,1,50,3.9775687852673443,54.9930467643365,23,0,0,6,16,73.7,69.6,69.13589911367545,82905.0,6220,6171,0
EMP_100089,35,Female,France,IT,Frontend Developer,Bachelor,Tier 1,Parent,0,35,0,0,75,3.6060045864695867,69.32986386442155,38,0,0,9,32,54.6,55.1,62.405279588565975,52826.0,0,0,0
EMP_100090,31,Male,USA,IT,Cloud Engineer,Master,Tier 3,No Children,0,35,5,1,50,3.869336432068849,51.92214150439767,7,0,0,10,11,76.3,58.0,85.12672953255964,67596.0,7322,4014,0
EMP_100091,41,Male,USA,HR,HRBP,Bachelor,Tier 2,No Children,0,35,6,0,75,2.698468780952969,29.564995118070343,31,1,0,8,17,85.2,60.5,77.4361239924366,49459.0,4318,4642,0
EMP_100092,33,Male,France,Data,ML Engineer,Bachelor,Tier 3,No Children,0,28,6,0,0,4.0920684185506015,47.728313526620425,47,1,0,11,16,48.6,68.6,83.81470165728018,68925.0,6206,0,0
EMP_100093,30,Male,UK,Data,ML Engineer,Master,Tier 2,No Children,0,35,9,0,0,3.7903837425075873,64.48970211339528,43,2,0,1,43,48.9,71.5,79.3360621922964,74240.0,5369,0,0
EMP_100094,22,Male,USA,Data,ML Engineer,Master,Tier 2,No Children,1,35,1,0,25,3.0995289057909368,76.8282990465608,6,1,0,8,19,65.4,70.6,60.48853954549983,59960.0,6513,0,0
EMP_100095,24,Male,UK,IT,DevOps Engineer,Master,Tier 2,No Children,0,35,3,0,50,4.222698175476834,77.42937849261824,12,0,0,8,26,63.5,55.5,64.00250906465374,54480.0,1969,1016,0
EMP_100096,23,Male,Germany,Marketing,Growth Manager,PhD,Tier 2,No Children,0,35,0,1,100,4.365096822384345,49.327531426727646,22,1,0,3,17,65.9,60.8,72.74412980472485,68858.0,815,9851,0
EMP_100097,36,Male,Spain,Marketing,SEO Manager,Master,Tier 2,Parent,0,35,5,1,50,4.045155078347121,28.936792150592986,38,2,0,9,36,47.2,70.1,56.15820168992329,65510.0,6283,3538,0
EMP_100098,29,Male,Canada,Operations,Operations Manager,Bachelor,Tier 2,No Children,0,35,6,3,25,3.8755612980695524,50.76808947262016,46,1,0,8,40,70.8,77.6,48.64539106301869,102558.0,3044,13204,0
EMP_100099,38,Female,Spain,Sales,Account Manager,Bachelor,Tier 2,Parent,0,35,8,0,100,3.001431409896311,68.49991888498703,17,1,1,8,28,46.8,69.4,65.90070759191403,68767.0,7499,1264,0
EMP_100100,30,Female,UK,Data,Data Scientist,Master,Tier 3,Parent,0,35,0,0,100,2.63580938670248,62.193504462883986,47,1,1,10,17,54.5,61.2,56.88562923494923,56201.0,8455,5457,0
EMP_100101,36,Male,USA,Data,Data Scientist,Master,Tier 1,No Children,0,35,7,0,0,4.6707306462918075,58.25912459384382,48,1,1,4,19,47.2,73.3,56.00628491817928,62483.0,431,3338,0
EMP_100102,31,Male,Spain,Finance,Accountant,Bachelor,Tier 2,Parent,0,35,0,1,50,3.14816194794764,48.10928470876942,27,0,0,7,26,64.5,67.8,56.61504665299931,60617.0,2076,7670,0
EMP_100103,45,Male,France,HR,Recruiter,Bachelor,Tier 2,Parent,1,28,0,0,50,2.944983245915171,59.79979873119102,30,2,0,12,4,73.2,74.8,59.57455193755586,37494.0,6052,814,0
EMP_100104,40,Male,Spain,Finance,Controller,Master,Tier 2,No Children,0,35,7,0,50,3.8004402091999006,67.06713474501034,55,0,0,4,17,63.3,64.3,63.20473071166642,61811.0,7423,0,0
EMP_100105,22,Male,USA,HR,Recruiter,Master,Tier 1,No Children,1,28,1,0,25,4.6670178550833405,56.24351501620406,22,0,0,7,9,71.8,78.1,63.499467586299566,46236.0,5197,1416,0
EMP_100106,40,Female,Canada,Sales,Business Developer,Master,Tier 1,No Children,1,35,0,1,75,3.1498097771555122,47.28433095269338,40,1,0,9,31,49.8,50.8,42.34469157182127,66718.0,5890,3562,0
EMP_100107,22,Male,Canada,IT,Frontend Developer,Bachelor,Tier 3,No Children,0,35,1,0,100,3.402865105372819,76.14056596965086,16,3,0,0,8,88.5,65.0,56.08925633791978,45865.0,5114,1641,0
EMP_100108,34,Female,Spain,Data,ML Engineer,PhD,Tier 3,No Children,0,35,7,0,50,3.657237165832013,63.297054707414034,51,2,0,8,23,50.7,66.9,55.91313488513905,64691.0,4290,2927,0
EMP_100109,44,Male,Canada,Data,Data Scientist,Master,Tier 2,No Children,0,35,2,0,25,2.519046562527266,83.32074943144097,72,1,0,11,30,65.0,55.9,73.15228091665072,60152.0,6458,6657,0
EMP_100110,32,Female,Spain,HR,Recruiter,Bachelor,Tier 2,Parent,0,28,2,0,75,3.3680098382322545,56.52512076865809,71,1,0,14,21,73.6,61.7,69.5915919566793,43967.0,7188,3289,0
EMP_100111,30,Male,Spain,Finance,Accountant,PhD,Tier 2,No Children,1,35,1,0,75,3.3555327977692513,58.89949557852055,38,1,0,0,9,52.5,47.0,67.43228085804708,48094.0,9132,0,0
EMP_100112,34,Female,Canada,Finance,Accountant,Master,Tier 2,No Children,0,35,13,0,75,,77.36107122679213,14,2,0,6,19,58.8,61.6,68.47997410666137,72816.0,10150,2352,0
EMP_100113,38,Female,UK,Sales,Business Developer,Bachelor,Tier 2,No Children,0,35,5,1,25,2.5480157183529664,47.414380995508914,35,0,0,11,16,71.1,76.0,76.46605508044408,65938.0,5569,4841,0
EMP_100114,28,Male,France,Sales,Sales Executive,Master,Tier 2,Parent,1,35,2,1,25,2.735402971291965,89.52102469496516,26,0,0,5,18,69.9,66.9,67.26915724237368,63187.0,8548,7012,1
EMP_100115,33,Female,France,Operations,Supply Coordinator,Bachelor,Tier 3,No Children,0,35,3,0,0,3.8512397724223875,66.53994772005976,25,0,0,12,10,41.9,75.1,56.986966502321664,53723.0,8302,1889,0
EMP_100116,45,Female,Germany,IT,Frontend Developer,Master,Tier 2,Parent,0,35,16,0,100,2.452187149051117,59.702117248476696,47,1,0,6,25,58.9,50.3,65.73547695955583,87898.0,5514,0,0
EMP_100117,49,Male,Canada,Sales,Sales Executive,Bachelor,Tier 1,Parent,0,35,15,1,50,3.702586970293493,97.80591667549162,25,1,0,8,37,73.5,71.5,51.0973882370249,112371.0,5680,4062,0
EMP_100118,37,Male,USA,Customer Support,Customer Success Manager,Bachelor,Tier 1,No Children,0,35,9,0,50,3.9323597896668043,79.98768229858099,42,1,1,4,28,58.7,64.5,71.80344012612456,53998.0,5684,0,0
EMP_100119,34,Female,France,IT,DevOps Engineer,Bachelor,Tier 2,No Children,0,28,4,0,25,2.877395157421833,67.07353700209806,43,0,1,4,5,55.1,63.4,62.80003933802543,48852.0,2539,544,0
EMP_100120,32,Female,France,HR,Talent Manager,Bachelor,Tier 2,No Children,0,28,1,1,25,3.528684161425753,100.0,41,0,0,4,21,51.7,78.6,60.20459725404466,53294.0,2356,10216,0
EMP_100121,33,Female,USA,Marketing,Content Specialist,Master,Tier 3,Parent,0,35,8,0,50,3.6581132031222636,67.21393324133795,65,2,1,0,6,71.6,60.3,67.76616020624982,54720.0,10090,4877,0
EMP_100122,38,Female,Germany,HR,Recruiter,Bachelor,Tier 2,No Children,0,28,0,0,75,3.016211843552446,80.50000867670461,15,1,0,11,19,51.6,62.0,70.98315584939138,43813.0,571,0,0
EMP_100123,29,Male,Spain,IT,Frontend Developer,Bachelor,Tier 2,No Children,0,35,7,0,75,3.6626518700100137,58.15706067667335,21,2,1,5,3,84.4,47.5,82.8166231178055,62407.0,3194,0,0
EMP_100124,36,Female,Germany,IT,Frontend Developer,Bachelor,Tier 2,No Children,1,28,10,0,0,2.3128075626418196,63.47753954718689,39,0,0,5,32,55.1,81.4,56.25049561851664,68352.0,4129,2262,0
EMP_100125,25,Female,France,Finance,Accountant,Master,Tier 3,No Children,0,35,2,0,75,3.2836449607028944,75.58106410146496,38,0,0,0,31,63.3,63.0,53.073129678920466,45328.0,6600,3115,0
EMP_100126,26,Non-Binary,UK,Marketing,Content Specialist,Bachelor,Tier 2,Parent,1,35,0,0,50,2.6332193678935343,72.47587769849457,34,1,0,8,32,67.8,66.2,77.6100622715938,39306.0,8386,2796,0
EMP_100127,33,Female,Germany,HR,HRBP,Bachelor,Tier 2,No Children,1,35,11,0,25,2.625594541311856,40.69095049177224,39,1,0,0,15,61.2,58.2,64.72683943434019,63736.0,7655,3754,0
EMP_100128,53,Female,France,HR,Recruiter,Bachelor,Tier 1,Parent,1,35,10,2,50,2.9803325145246484,66.54322698387286,37,1,0,2,14,56.8,74.6,55.382394245183754,82654.0,6146,4276,0
EMP_100129,28,Male,Spain,HR,Talent Manager,Bachelor,Tier 2,No Children,1,35,3,0,50,4.721381360138134,48.692546471236255,9,1,0,5,7,77.3,62.0,64.34430652052072,40591.0,4700,1384,0
